Province,Cases,Deaths,Recoveries,Active Cases,Tests,Date
#adm1+name,#affected+infected+cases,#affected+infected+deaths,#affected+infected+recoveries,#affected+infected+active,,#date
Ghor,542,13,184,,,2020-11-06
Badghis,686,12,634,,,2020-11-06
Bamyan,911,12,707,,,2020-11-06
Kapisa,225,10,193,,,2020-11-06
Nimroz,420,10,382,,,2020-11-06
Zabul,195,9,163,,,2020-11-06
Badakhshan,455,7,99,,,2020-11-06
Jawzjan,198,6,188,,,2020-11-06
Paktika,215,6,144,,,2020-11-06
Sar-e-Pul,136,6,124,,,2020-11-06
Laghman,407,5,151,,,2020-11-06
Urozgan,74,4,59,,,2020-11-06
Nooristan,90,,38,,,2020-11-06
Kabul,"15,340",565,"14,535",,,2020-11-05
Hirat,"7,114",256,"6,028",,,2020-11-05
Balkh,"2,476",101,"1,534",,,2020-11-05
Nangarhar,"1,505",91,"1,109",,,2020-11-05
Ghazni,640,50,488,,,2020-11-05
Takhar,"1,274",39,735,,,2020-11-05
Khost,444,38,389,,,2020-11-05
Kandahar,"1,674",37,"1,482",,,2020-11-05
Paktya,"1,244",37,"1,104",,,2020-11-05
Baghlan,788,30,288,,,2020-11-05
Helmand,225,27,178,,,2020-11-05
Logar,551,27,517,,,2020-11-05
Kunduz,746,23,434,,,2020-11-05
Parwan,430,21,321,,,2020-11-05
Kunar,436,19,382,,,2020-11-05
Faryab,260,17,237,,,2020-11-05
Panjsher,306,16,260,,,2020-11-05
Wardak,334,16,309,,,2020-11-05
Dykundi,831,15,653,,,2020-11-05
Farah,435,15,80,,,2020-11-05
Samangan,336,14,311,,,2020-11-05
Ghor,542,13,184,,,2020-11-05
Badghis,686,12,634,,,2020-11-05
Bamyan,911,12,707,,,2020-11-05
Kapisa,225,10,193,,,2020-11-05
Nimroz,418,10,382,,,2020-11-05
Zabul,193,9,163,,,2020-11-05
Badakhshan,451,7,99,,,2020-11-05
Jawzjan,198,6,188,,,2020-11-05
Paktika,215,6,144,,,2020-11-05
Sar-e-Pul,136,6,124,,,2020-11-05
Laghman,407,5,151,,,2020-11-05
Urozgan,74,4,59,,,2020-11-05
Nooristan,90,,38,,,2020-11-05
Kabul,"15,326",564,"14,535",,,2020-11-04
Hirat,"7,114",256,"6,028",,,2020-11-04
Balkh,"2,462",100,"1,495",,,2020-11-04
Nangarhar,"1,489",91,"1,109",,,2020-11-04
Ghazni,625,50,488,,,2020-11-04
Takhar,"1,263",39,735,,,2020-11-04
Khost,444,38,389,,,2020-11-04
Kandahar,"1,664",37,"1,467",,,2020-11-04
Paktya,"1,244",37,"1,104",,,2020-11-04
Baghlan,775,30,288,,,2020-11-04
Helmand,225,27,178,,,2020-11-04
Logar,551,27,514,,,2020-11-04
Kunduz,746,23,434,,,2020-11-04
Parwan,430,21,321,,,2020-11-04
Kunar,436,19,382,,,2020-11-04
Faryab,260,17,237,,,2020-11-04
Panjsher,306,16,260,,,2020-11-04
Wardak,334,16,309,,,2020-11-04
Dykundi,831,15,653,,,2020-11-04
Farah,435,15,80,,,2020-11-04
Samangan,336,14,311,,,2020-11-04
Ghor,542,13,184,,,2020-11-04
Badghis,686,12,634,,,2020-11-04
Bamyan,911,12,707,,,2020-11-04
Kapisa,215,10,193,,,2020-11-04
Nimroz,413,8,382,,,2020-11-04
Badakhshan,451,7,99,,,2020-11-04
Zabul,182,7,142,,,2020-11-04
Jawzjan,198,6,188,,,2020-11-04
Paktika,215,6,144,,,2020-11-04
Sar-e-Pul,136,6,124,,,2020-11-04
Laghman,407,5,151,,,2020-11-04
Urozgan,72,4,59,,,2020-11-04
Nooristan,90,,38,,,2020-11-04
Kabul,"15,315",564,"14,535",,,2020-11-03
Hirat,"7,114",256,"6,028",,,2020-11-03
Balkh,"2,429",100,"1,495",,,2020-11-03
Nangarhar,"1,478",91,"1,109",,,2020-11-03
Ghazni,625,48,488,,,2020-11-03
Takhar,"1,263",39,735,,,2020-11-03
Khost,444,38,389,,,2020-11-03
Kandahar,"1,663",37,"1,460",,,2020-11-03
Paktya,"1,244",36,"1,104",,,2020-11-03
Baghlan,762,30,288,,,2020-11-03
Helmand,225,27,178,,,2020-11-03
Logar,551,27,514,,,2020-11-03
Kunduz,742,23,434,,,2020-11-03
Parwan,425,21,321,,,2020-11-03
Kunar,436,19,382,,,2020-11-03
Faryab,260,17,237,,,2020-11-03
Panjsher,306,16,260,,,2020-11-03
Wardak,334,16,309,,,2020-11-03
Farah,435,15,80,,,2020-11-03
Dykundi,831,14,653,,,2020-11-03
Samangan,336,14,311,,,2020-11-03
Ghor,542,13,184,,,2020-11-03
Badghis,686,12,634,,,2020-11-03
Bamyan,911,12,707,,,2020-11-03
Kapisa,210,10,193,,,2020-11-03
Nimroz,413,8,382,,,2020-11-03
Badakhshan,451,7,99,,,2020-11-03
Zabul,179,7,142,,,2020-11-03
Jawzjan,198,6,188,,,2020-11-03
Paktika,215,6,144,,,2020-11-03
Sar-e-Pul,136,6,124,,,2020-11-03
Laghman,407,5,151,,,2020-11-03
Urozgan,72,4,59,,,2020-11-03
Nooristan,90,,38,,,2020-11-03
Kabul,"15,306",564,"14,535",,,2020-11-02
Hirat,"7,114",256,"6,028",,,2020-11-02
Balkh,"2,402",99,"1,495",,,2020-11-02
Nangarhar,"1,471",89,"1,109",,,2020-11-02
Ghazni,625,48,488,,,2020-11-02
Takhar,"1,247",39,735,,,2020-11-02
Khost,444,38,389,,,2020-11-02
Kandahar,"1,648",37,"1,447",,,2020-11-02
Paktya,"1,244",36,"1,104",,,2020-11-02
Baghlan,752,30,288,,,2020-11-02
Helmand,225,27,178,,,2020-11-02
Logar,551,27,514,,,2020-11-02
Kunduz,734,23,434,,,2020-11-02
Parwan,425,21,321,,,2020-11-02
Kunar,436,19,382,,,2020-11-02
Faryab,260,17,237,,,2020-11-02
Panjsher,306,16,260,,,2020-11-02
Wardak,334,16,309,,,2020-11-02
Farah,435,15,80,,,2020-11-02
Dykundi,831,14,653,,,2020-11-02
Samangan,336,14,311,,,2020-11-02
Ghor,542,13,184,,,2020-11-02
Badghis,686,12,634,,,2020-11-02
Bamyan,908,12,707,,,2020-11-02
Kapisa,210,10,193,,,2020-11-02
Nimroz,413,8,382,,,2020-11-02
Badakhshan,451,7,99,,,2020-11-02
Zabul,179,7,142,,,2020-11-02
Jawzjan,198,6,188,,,2020-11-02
Paktika,215,6,144,,,2020-11-02
Sar-e-Pul,136,6,124,,,2020-11-02
Laghman,407,5,151,,,2020-11-02
Urozgan,72,4,59,,,2020-11-02
Nooristan,90,,38,,,2020-11-02
Kabul,"15,270",561,"14,535",,,2020-10-30
Hirat,"7,114",256,"6,028",,,2020-10-30
Balkh,"2,357",97,"1,487",,,2020-10-30
Nangarhar,"1,462",87,"1,109",,,2020-10-30
Ghazni,605,48,488,,,2020-10-30
Takhar,"1,212",39,735,,,2020-10-30
Khost,429,38,389,,,2020-10-30
Kandahar,"1,570",37,"1,414",,,2020-10-30
Paktya,"1,230",36,"1,104",,,2020-10-30
Baghlan,720,30,288,,,2020-10-30
Helmand,216,27,178,,,2020-10-30
Logar,551,27,514,,,2020-10-30
Kunduz,724,23,434,,,2020-10-30
Parwan,421,20,321,,,2020-10-30
Kunar,432,19,382,,,2020-10-30
Faryab,260,17,237,,,2020-10-30
Panjsher,305,16,260,,,2020-10-30
Wardak,332,16,309,,,2020-10-30
Farah,435,15,80,,,2020-10-30
Dykundi,828,14,619,,,2020-10-30
Samangan,336,14,311,,,2020-10-30
Ghor,542,13,184,,,2020-10-30
Badghis,686,12,613,,,2020-10-30
Bamyan,900,12,707,,,2020-10-30
Kapisa,210,10,193,,,2020-10-30
Nimroz,409,8,382,,,2020-10-30
Badakhshan,451,7,99,,,2020-10-30
Zabul,156,7,138,,,2020-10-30
Jawzjan,198,6,188,,,2020-10-30
Paktika,214,6,144,,,2020-10-30
Sar-e-Pul,136,6,124,,,2020-10-30
Laghman,401,4,151,,,2020-10-30
Urozgan,68,4,56,,,2020-10-30
Nooristan,88,,38,,,2020-10-30
Kabul,"15,251",561,"14,535",,,2020-10-28
Hirat,"7,087",255,"6,028",,,2020-10-28
Balkh,"2,343",97,"1,487",,,2020-10-28
Nangarhar,"1,462",87,"1,109",,,2020-10-28
Ghazni,605,48,488,,,2020-10-28
Khost,429,38,389,,,2020-10-28
Kandahar,"1,567",37,"1,412",,,2020-10-28
Takhar,"1,193",37,735,,,2020-10-28
Paktya,"1,230",36,"1,104",,,2020-10-28
Baghlan,720,30,288,,,2020-10-28
Helmand,216,27,178,,,2020-10-28
Logar,551,27,514,,,2020-10-28
Kunduz,718,23,434,,,2020-10-28
Parwan,418,20,321,,,2020-10-28
Kunar,432,19,382,,,2020-10-28
Faryab,260,17,237,,,2020-10-28
Panjsher,302,16,260,,,2020-10-28
Wardak,332,16,309,,,2020-10-28
Farah,435,15,80,,,2020-10-28
Dykundi,808,14,619,,,2020-10-28
Samangan,336,14,311,,,2020-10-28
Ghor,542,13,184,,,2020-10-28
Badghis,686,12,613,,,2020-10-28
Bamyan,900,12,707,,,2020-10-28
Kapisa,205,10,193,,,2020-10-28
Nimroz,406,8,382,,,2020-10-28
Badakhshan,451,7,99,,,2020-10-28
Zabul,156,7,138,,,2020-10-28
Jawzjan,197,6,188,,,2020-10-28
Paktika,214,6,144,,,2020-10-28
Sar-e-Pul,136,6,124,,,2020-10-28
Laghman,401,4,151,,,2020-10-28
Urozgan,68,4,56,,,2020-10-28
Nooristan,88,,38,,,2020-10-28
Kabul,"15,230",557,"14,535",,,2020-10-27
Hirat,"7,032",254,"6,028",,,2020-10-27
Balkh,"2,298",96,"1,477",,,2020-10-27
Nangarhar,"1,458",84,"1,094",,,2020-10-27
Ghazni,594,48,488,,,2020-10-27
Khost,429,38,389,,,2020-10-27
Kandahar,"1,553",37,"1,402",,,2020-10-27
Takhar,"1,187",37,735,,,2020-10-27
Paktya,"1,228",36,"1,054",,,2020-10-27
Baghlan,703,30,288,,,2020-10-27
Helmand,214,27,178,,,2020-10-27
Logar,549,27,514,,,2020-10-27
Kunduz,709,21,432,,,2020-10-27
Parwan,418,20,321,,,2020-10-27
Kunar,430,19,382,,,2020-10-27
Faryab,260,17,237,,,2020-10-27
Panjsher,302,16,260,,,2020-10-27
Wardak,331,16,309,,,2020-10-27
Farah,435,15,80,,,2020-10-27
Dykundi,808,14,619,,,2020-10-27
Samangan,333,14,311,,,2020-10-27
Ghor,542,13,184,,,2020-10-27
Badghis,678,12,613,,,2020-10-27
Bamyan,900,12,707,,,2020-10-27
Kapisa,205,10,193,,,2020-10-27
Nimroz,405,8,382,,,2020-10-27
Badakhshan,451,7,99,,,2020-10-27
Zabul,153,7,138,,,2020-10-27
Jawzjan,197,6,188,,,2020-10-27
Paktika,214,6,144,,,2020-10-27
Sar-e-Pul,136,6,124,,,2020-10-27
Laghman,399,4,151,,,2020-10-27
Urozgan,68,4,56,,,2020-10-27
Nooristan,88,,38,,,2020-10-27
Kabul,"15,230",557,"14,535",,,2020-10-26
Hirat,"7,032",254,"6,028",,,2020-10-26
Balkh,"2,298",96,"1,477",,,2020-10-26
Nangarhar,"1,458",84,"1,094",,,2020-10-26
Ghazni,594,48,488,,,2020-10-26
Khost,429,38,389,,,2020-10-26
Kandahar,"1,553",37,"1,402",,,2020-10-26
Takhar,"1,187",37,735,,,2020-10-26
Paktya,"1,228",36,"1,054",,,2020-10-26
Baghlan,703,30,288,,,2020-10-26
Helmand,214,27,178,,,2020-10-26
Logar,549,27,514,,,2020-10-26
Kunduz,709,21,432,,,2020-10-26
Parwan,418,20,321,,,2020-10-26
Kunar,430,19,382,,,2020-10-26
Faryab,260,17,237,,,2020-10-26
Panjsher,302,16,260,,,2020-10-26
Wardak,331,16,309,,,2020-10-26
Farah,435,15,80,,,2020-10-26
Dykundi,808,14,619,,,2020-10-26
Samangan,333,14,311,,,2020-10-26
Ghor,542,13,184,,,2020-10-26
Badghis,678,12,613,,,2020-10-26
Bamyan,900,12,707,,,2020-10-26
Kapisa,205,10,193,,,2020-10-26
Nimroz,405,8,382,,,2020-10-26
Badakhshan,451,7,99,,,2020-10-26
Zabul,153,7,138,,,2020-10-26
Jawzjan,197,6,188,,,2020-10-26
Paktika,214,6,144,,,2020-10-26
Sar-e-Pul,136,6,124,,,2020-10-26
Laghman,399,4,151,,,2020-10-26
Urozgan,68,4,56,,,2020-10-26
Nooristan,88,,38,,,2020-10-26
Kabul,"15,197",553,"14,527",,,2020-10-23
Hirat,"6,972",251,"6,028",,,2020-10-23
Balkh,"2,261",96,"1,477",,,2020-10-23
Nangarhar,"1,458",81,"1,094",,,2020-10-23
Ghazni,577,48,479,,,2020-10-23
Khost,429,38,389,,,2020-10-23
Kandahar,"1,539",37,"1,387",,,2020-10-23
Takhar,"1,148",37,735,,,2020-10-23
Paktya,"1,228",36,"1,054",,,2020-10-23
Baghlan,696,30,288,,,2020-10-23
Helmand,214,27,178,,,2020-10-23
Logar,549,27,514,,,2020-10-23
Kunduz,686,20,430,,,2020-10-23
Parwan,418,20,321,,,2020-10-23
Kunar,426,19,382,,,2020-10-23
Faryab,260,17,237,,,2020-10-23
Panjsher,302,16,260,,,2020-10-23
Wardak,331,16,301,,,2020-10-23
Farah,435,15,80,,,2020-10-23
Dykundi,808,14,534,,,2020-10-23
Samangan,333,14,311,,,2020-10-23
Ghor,542,13,184,,,2020-10-23
Badghis,678,12,613,,,2020-10-23
Bamyan,900,12,707,,,2020-10-23
Kapisa,205,10,193,,,2020-10-23
Nimroz,401,8,382,,,2020-10-23
Badakhshan,451,7,99,,,2020-10-23
Zabul,148,7,125,,,2020-10-23
Jawzjan,197,6,188,,,2020-10-23
Paktika,214,6,144,,,2020-10-23
Sar-e-Pul,136,6,124,,,2020-10-23
Laghman,396,4,151,,,2020-10-23
Urozgan,65,4,56,,,2020-10-23
Nooristan,87,,38,,,2020-10-23
Kabul,"15,187",553,"14,527",,,2020-10-22
Hirat,"6,936",251,"6,028",,,2020-10-22
Balkh,"2,261",96,"1,466",,,2020-10-22
Nangarhar,"1,458",81,"1,094",,,2020-10-22
Ghazni,577,47,479,,,2020-10-22
Khost,429,38,389,,,2020-10-22
Kandahar,"1,537",37,"1,384",,,2020-10-22
Paktya,"1,228",36,"1,054",,,2020-10-22
Takhar,"1,148",36,735,,,2020-10-22
Baghlan,696,30,288,,,2020-10-22
Helmand,214,27,178,,,2020-10-22
Logar,549,27,514,,,2020-10-22
Kunduz,686,20,430,,,2020-10-22
Parwan,418,20,271,,,2020-10-22
Kunar,426,19,382,,,2020-10-22
Faryab,260,17,237,,,2020-10-22
Panjsher,302,16,260,,,2020-10-22
Wardak,331,16,301,,,2020-10-22
Farah,424,15,80,,,2020-10-22
Dykundi,808,14,419,,,2020-10-22
Samangan,333,14,311,,,2020-10-22
Ghor,542,13,184,,,2020-10-22
Badghis,676,12,613,,,2020-10-22
Bamyan,900,12,707,,,2020-10-22
Kapisa,205,10,193,,,2020-10-22
Nimroz,401,8,382,,,2020-10-22
Badakhshan,451,7,99,,,2020-10-22
Zabul,148,7,125,,,2020-10-22
Jawzjan,197,6,188,,,2020-10-22
Paktika,214,6,144,,,2020-10-22
Sar-e-Pul,136,6,124,,,2020-10-22
Laghman,396,4,151,,,2020-10-22
Urozgan,65,4,56,,,2020-10-22
Nooristan,87,,38,,,2020-10-22
Kabul,"15,175",553,"14,527",,,2020-10-21
Hirat,"6,895",251,"6,028",,,2020-10-21
Balkh,"2,250",95,"1,466",,,2020-10-21
Nangarhar,"1,456",79,"1,094",,,2020-10-21
Ghazni,577,47,479,,,2020-10-21
Khost,429,38,389,,,2020-10-21
Kandahar,"1,534",37,"1,377",,,2020-10-21
Paktya,"1,228",36,"1,054",,,2020-10-21
Takhar,"1,148",36,735,,,2020-10-21
Baghlan,681,30,288,,,2020-10-21
Helmand,213,27,178,,,2020-10-21
Logar,549,27,514,,,2020-10-21
Kunduz,674,20,430,,,2020-10-21
Kunar,424,19,382,,,2020-10-21
Parwan,406,19,271,,,2020-10-21
Faryab,260,17,237,,,2020-10-21
Panjsher,300,16,260,,,2020-10-21
Wardak,331,16,301,,,2020-10-21
Farah,424,15,80,,,2020-10-21
Dykundi,808,14,419,,,2020-10-21
Samangan,333,14,311,,,2020-10-21
Ghor,542,13,184,,,2020-10-21
Badghis,676,12,613,,,2020-10-21
Bamyan,900,12,707,,,2020-10-21
Kapisa,205,10,193,,,2020-10-21
Nimroz,401,8,382,,,2020-10-21
Badakhshan,451,7,99,,,2020-10-21
Zabul,147,7,125,,,2020-10-21
Jawzjan,197,6,188,,,2020-10-21
Paktika,214,6,144,,,2020-10-21
Sar-e-Pul,136,6,124,,,2020-10-21
Laghman,394,4,151,,,2020-10-21
Urozgan,65,4,56,,,2020-10-21
Nooristan,87,,38,,,2020-10-21
Kabul,"15,164",551,"14,497",,,2020-10-20
Hirat,"6,790",251,"6,028",,,2020-10-20
Balkh,"2,238",95,"1,466",,,2020-10-20
Nangarhar,"1,456",79,"1,094",,,2020-10-20
Ghazni,577,47,479,,,2020-10-20
Khost,429,38,389,,,2020-10-20
Kandahar,"1,532",37,"1,373",,,2020-10-20
Paktya,"1,228",36,"1,054",,,2020-10-20
Takhar,"1,140",36,735,,,2020-10-20
Baghlan,681,30,288,,,2020-10-20
Helmand,213,27,178,,,2020-10-20
Logar,549,27,514,,,2020-10-20
Kunduz,667,20,430,,,2020-10-20
Kunar,424,19,382,,,2020-10-20
Parwan,406,19,271,,,2020-10-20
Faryab,260,17,237,,,2020-10-20
Panjsher,300,16,260,,,2020-10-20
Wardak,331,16,301,,,2020-10-20
Farah,424,15,80,,,2020-10-20
Dykundi,803,14,419,,,2020-10-20
Samangan,333,14,311,,,2020-10-20
Ghor,542,13,184,,,2020-10-20
Badghis,676,12,613,,,2020-10-20
Bamyan,899,12,707,,,2020-10-20
Kapisa,205,10,193,,,2020-10-20
Nimroz,401,8,382,,,2020-10-20
Badakhshan,451,7,99,,,2020-10-20
Zabul,145,7,125,,,2020-10-20
Jawzjan,197,6,188,,,2020-10-20
Paktika,214,6,144,,,2020-10-20
Sar-e-Pul,136,6,124,,,2020-10-20
Laghman,394,4,151,,,2020-10-20
Urozgan,65,4,56,,,2020-10-20
Nooristan,87,,38,,,2020-10-20
Kabul,"15,152",544,"14,414",,,2020-10-19
Hirat,"6,733",251,"6,028",,,2020-10-19
Balkh,"2,235",95,"1,466",,,2020-10-19
Nangarhar,"1,455",79,"1,094",,,2020-10-19
Ghazni,566,47,479,,,2020-10-19
Khost,429,38,389,,,2020-10-19
Kandahar,"1,530",37,"1,356",,,2020-10-19
Paktya,"1,226",36,"1,054",,,2020-10-19
Takhar,"1,126",36,735,,,2020-10-19
Baghlan,681,30,288,,,2020-10-19
Helmand,213,27,178,,,2020-10-19
Logar,546,27,514,,,2020-10-19
Kunduz,663,20,430,,,2020-10-19
Kunar,420,19,382,,,2020-10-19
Parwan,402,19,271,,,2020-10-19
Faryab,260,17,237,,,2020-10-19
Panjsher,299,16,260,,,2020-10-19
Wardak,330,16,301,,,2020-10-19
Farah,424,15,80,,,2020-10-19
Dykundi,785,14,419,,,2020-10-19
Samangan,333,14,311,,,2020-10-19
Ghor,542,13,184,,,2020-10-19
Badghis,673,12,537,,,2020-10-19
Bamyan,885,12,707,,,2020-10-19
Kapisa,205,10,193,,,2020-10-19
Nimroz,400,8,382,,,2020-10-19
Badakhshan,451,7,99,,,2020-10-19
Zabul,145,7,125,,,2020-10-19
Jawzjan,197,6,188,,,2020-10-19
Paktika,214,6,144,,,2020-10-19
Sar-e-Pul,136,6,124,,,2020-10-19
Laghman,392,4,151,,,2020-10-19
Urozgan,65,4,56,,,2020-10-19
Nooristan,87,,38,,,2020-10-19
Kabul,"15,144",539,"14,341",,,2020-10-16
Hirat,"6,687",251,"6,028",,,2020-10-16
Balkh,"2,218",94,"1,461",,,2020-10-16
Nangarhar,"1,454",79,"1,094",,,2020-10-16
Ghazni,566,47,479,,,2020-10-16
Khost,429,38,389,,,2020-10-16
Kandahar,"1,529",37,"1,351",,,2020-10-16
Paktya,"1,212",36,"1,054",,,2020-10-16
Takhar,"1,120",36,735,,,2020-10-16
Baghlan,676,30,288,,,2020-10-16
Helmand,213,27,178,,,2020-10-16
Logar,546,27,514,,,2020-10-16
Kunduz,663,20,430,,,2020-10-16
Kunar,419,19,382,,,2020-10-16
Parwan,397,18,271,,,2020-10-16
Faryab,254,17,237,,,2020-10-16
Panjsher,299,16,260,,,2020-10-16
Wardak,330,16,301,,,2020-10-16
Farah,421,15,65,,,2020-10-16
Dykundi,785,14,419,,,2020-10-16
Samangan,333,14,311,,,2020-10-16
Ghor,542,13,184,,,2020-10-16
Badghis,673,12,537,,,2020-10-16
Bamyan,885,12,707,,,2020-10-16
Kapisa,205,10,193,,,2020-10-16
Nimroz,400,8,382,,,2020-10-16
Badakhshan,451,7,99,,,2020-10-16
Zabul,144,7,125,,,2020-10-16
Jawzjan,197,6,188,,,2020-10-16
Paktika,206,6,144,,,2020-10-16
Sar-e-Pul,136,6,124,,,2020-10-16
Laghman,387,4,151,,,2020-10-16
Urozgan,65,4,56,,,2020-10-16
Nooristan,87,,38,,,2020-10-16
Kabul,"15,136",535,"14,286",,,2020-10-15
Hirat,"6,687",251,"6,028",,,2020-10-15
Balkh,"2,206",94,"1,461",,,2020-10-15
Nangarhar,"1,452",79,"1,094",,,2020-10-15
Ghazni,566,47,479,,,2020-10-15
Khost,429,38,389,,,2020-10-15
Kandahar,"1,525",37,"1,342",,,2020-10-15
Paktya,"1,212",36,"1,054",,,2020-10-15
Takhar,"1,120",36,735,,,2020-10-15
Baghlan,672,30,288,,,2020-10-15
Helmand,213,27,178,,,2020-10-15
Logar,546,27,514,,,2020-10-15
Kunduz,662,20,425,,,2020-10-15
Kunar,419,19,382,,,2020-10-15
Parwan,395,18,271,,,2020-10-15
Faryab,254,17,237,,,2020-10-15
Panjsher,299,16,260,,,2020-10-15
Wardak,329,16,301,,,2020-10-15
Farah,421,15,65,,,2020-10-15
Dykundi,774,14,419,,,2020-10-15
Samangan,333,14,311,,,2020-10-15
Ghor,542,13,184,,,2020-10-15
Badghis,673,12,537,,,2020-10-15
Bamyan,885,12,707,,,2020-10-15
Kapisa,205,10,193,,,2020-10-15
Nimroz,398,8,382,,,2020-10-15
Badakhshan,451,7,99,,,2020-10-15
Zabul,144,7,125,,,2020-10-15
Jawzjan,197,6,188,,,2020-10-15
Paktika,206,6,144,,,2020-10-15
Sar-e-Pul,136,6,124,,,2020-10-15
Laghman,387,4,151,,,2020-10-15
Urozgan,65,4,56,,,2020-10-15
Nooristan,87,,38,,,2020-10-15
Kabul,"15,132",535,"14,201",,,2020-10-14
Hirat,"6,687",251,"6,028",,,2020-10-14
Balkh,"2,190",94,"1,461",,,2020-10-14
Nangarhar,"1,452",79,"1,094",,,2020-10-14
Ghazni,566,47,479,,,2020-10-14
Khost,429,38,389,,,2020-10-14
Kandahar,"1,525",37,"1,334",,,2020-10-14
Paktya,"1,212",36,"1,054",,,2020-10-14
Takhar,"1,112",36,735,,,2020-10-14
Baghlan,668,30,288,,,2020-10-14
Helmand,213,27,178,,,2020-10-14
Logar,546,27,514,,,2020-10-14
Kunduz,662,20,425,,,2020-10-14
Kunar,419,19,382,,,2020-10-14
Parwan,395,18,271,,,2020-10-14
Faryab,254,17,237,,,2020-10-14
Panjsher,299,16,260,,,2020-10-14
Wardak,329,16,301,,,2020-10-14
Farah,421,15,65,,,2020-10-14
Dykundi,774,14,419,,,2020-10-14
Samangan,333,14,311,,,2020-10-14
Ghor,542,13,184,,,2020-10-14
Badghis,673,12,537,,,2020-10-14
Bamyan,885,12,707,,,2020-10-14
Kapisa,205,10,193,,,2020-10-14
Nimroz,398,8,382,,,2020-10-14
Badakhshan,451,7,99,,,2020-10-14
Zabul,144,7,125,,,2020-10-14
Jawzjan,197,6,188,,,2020-10-14
Paktika,206,6,144,,,2020-10-14
Sar-e-Pul,136,6,124,,,2020-10-14
Laghman,387,4,151,,,2020-10-14
Urozgan,65,4,56,,,2020-10-14
Nooristan,87,,38,,,2020-10-14
Kabul,"15,126",535,"14,201",,,2020-10-13
Hirat,"6,671",251,"6,028",,,2020-10-13
Balkh,"2,190",93,"1,461",,,2020-10-13
Nangarhar,"1,449",79,"1,094",,,2020-10-13
Ghazni,566,47,446,,,2020-10-13
Khost,429,38,389,,,2020-10-13
Kandahar,"1,515",37,"1,330",,,2020-10-13
Paktya,"1,212",36,"1,054",,,2020-10-13
Takhar,"1,112",36,735,,,2020-10-13
Baghlan,668,30,288,,,2020-10-13
Helmand,213,27,178,,,2020-10-13
Logar,543,27,514,,,2020-10-13
Kunduz,652,20,416,,,2020-10-13
Kunar,419,19,382,,,2020-10-13
Parwan,387,18,271,,,2020-10-13
Faryab,254,17,237,,,2020-10-13
Panjsher,296,16,260,,,2020-10-13
Wardak,329,16,301,,,2020-10-13
Farah,421,15,65,,,2020-10-13
Dykundi,774,14,419,,,2020-10-13
Samangan,333,14,311,,,2020-10-13
Ghor,542,13,184,,,2020-10-13
Badghis,673,12,537,,,2020-10-13
Bamyan,882,12,707,,,2020-10-13
Kapisa,205,10,193,,,2020-10-13
Nimroz,396,8,382,,,2020-10-13
Badakhshan,451,7,99,,,2020-10-13
Zabul,143,7,125,,,2020-10-13
Jawzjan,197,6,188,,,2020-10-13
Paktika,206,6,144,,,2020-10-13
Sar-e-Pul,136,6,124,,,2020-10-13
Laghman,387,4,151,,,2020-10-13
Urozgan,64,4,56,,,2020-10-13
Nooristan,87,,38,,,2020-10-13
Kabul,"15,126",535,"14,201",,,2020-10-12
Hirat,"6,624",250,"6,028",,,2020-10-12
Balkh,"2,189",93,"1,425",,,2020-10-12
Nangarhar,"1,449",79,943,,,2020-10-12
Ghazni,566,47,446,,,2020-10-12
Khost,429,38,389,,,2020-10-12
Kandahar,"1,514",37,"1,327",,,2020-10-12
Paktya,"1,212",36,"1,054",,,2020-10-12
Takhar,"1,112",36,735,,,2020-10-12
Baghlan,668,30,288,,,2020-10-12
Helmand,213,27,178,,,2020-10-12
Logar,543,27,514,,,2020-10-12
Kunduz,652,20,416,,,2020-10-12
Kunar,419,19,382,,,2020-10-12
Parwan,387,18,271,,,2020-10-12
Faryab,254,17,237,,,2020-10-12
Panjsher,296,16,260,,,2020-10-12
Wardak,329,16,301,,,2020-10-12
Farah,413,15,65,,,2020-10-12
Dykundi,774,14,419,,,2020-10-12
Samangan,333,14,311,,,2020-10-12
Ghor,542,13,184,,,2020-10-12
Badghis,673,12,537,,,2020-10-12
Bamyan,882,12,707,,,2020-10-12
Kapisa,205,10,193,,,2020-10-12
Nimroz,396,8,382,,,2020-10-12
Badakhshan,451,7,99,,,2020-10-12
Zabul,143,7,125,,,2020-10-12
Jawzjan,197,6,188,,,2020-10-12
Paktika,206,6,144,,,2020-10-12
Sar-e-Pul,136,6,124,,,2020-10-12
Laghman,387,4,151,,,2020-10-12
Urozgan,63,4,56,,,2020-10-12
Nooristan,87,,38,,,2020-10-12
Kabul,"15,115",532,"14,201",,,2020-10-09
Hirat,"6,534",248,"6,028",,,2020-10-09
Balkh,"2,189",92,"1,425",,,2020-10-09
Nangarhar,"1,447",79,943,,,2020-10-09
Ghazni,566,47,446,,,2020-10-09
Khost,427,38,389,,,2020-10-09
Kandahar,"1,509",37,"1,317",,,2020-10-09
Paktya,"1,211",36,"1,004",,,2020-10-09
Takhar,"1,107",36,735,,,2020-10-09
Baghlan,659,30,288,,,2020-10-09
Helmand,212,27,178,,,2020-10-09
Logar,543,27,514,,,2020-10-09
Kunduz,648,20,416,,,2020-10-09
Kunar,419,19,382,,,2020-10-09
Parwan,372,18,271,,,2020-10-09
Faryab,254,17,237,,,2020-10-09
